Date,Comment
2025-12-13T14:59:00Z,kedepan kita harus hati memilih mentri keuangan dan kebijakan mentri tersebut seandainya pak purbaya dari dahulu menjabat mentri keuangan indonesia akan mencapai tingkat kemakmuran yang lebih baik apa coba maksud sri mulat mencekik ekonomi indonesia apa dia sebenarnya agen asing yang ditugaskan membuat indonesia tidak berkembang apa negara maju takut indonesia menjadi pesaing mereka dalam segala bidang gas pak purbaya kami dukung anda
2025-12-13T14:49:13Z,cocok kecerdasannya berdua
2025-12-13T14:45:41Z,baru kali ini ada podcast isinya knowledge tingkat tertinggi
2025-12-13T14:35:35Z,bertambah lagi ilmu dan wawasan dari podcast ini terima kasih pak gita dan pak purbaya
2025-12-13T14:34:41Z,begawan ekonomi indonesia
2025-12-13T13:15:25Z,pinterbanget ni orang buseet
2025-12-13T12:40:45Z,learning
2025-12-13T12:24:28Z,episode ini bener quot absolute cinema quot
2025-12-13T12:10:32Z,ijin ambil linkny ya ka
2025-12-13T11:59:14Z,semua tawa adalah tawa karir
2025-12-13T10:29:53Z,adu mekanik
2025-12-13T09:34:07Z,pak jangan mati dulu pak kami gen z butuh sosok seprtei bapak
2025-12-13T08:37:11Z,sehat selalu orang baik
2025-12-13T08:00:47Z,purbaya said quot yang mengganggu investasi kita ya orang kita sendiri quot dan ini lintas instansi diindonesia bahkan keranah sipil seperti ormas liar
2025-12-13T07:37:07Z,ngomongnya ngap an sih bpk purbaya tpi asli beliau ini pinter skali
2025-12-13T07:33:32Z,adili sri mulyani
2025-12-13T07:08:10Z,pak saya mau s
2025-12-13T06:51:50Z,sementara monyet disini suka konten yg isinya ngapain kuliah
2025-12-13T06:45:31Z,bukan asing yang gamau kesini orang sini yang mempersulit
2025-12-13T05:44:08Z,gila sih ini podcast pak gita bisa membawa daging semua
2025-12-13T05:16:40Z,hilirisasi pasti berdampak baik atau buruk pas adalah jawabannya terukur pak bro purbax
2025-12-13T05:03:51Z,m m itu apa
2025-12-13T03:27:37Z,diskusi akal sehat untuk indonesia bukan kualitas diskusi yang buat pusing kepala baik kebijakan sifat amp cara respon pertanyaan jawabannya kudo pak purbaya amp pak gita
2025-12-13T01:57:34Z,apa semua cara amp rencana ini bisa jalan kalau mungkin hukum mati koruptor diterapkan pak
2025-12-13T01:18:44Z,masuk top ten penonton terbanyak selama channel ini hadir makasih pak
2025-12-13T01:14:24Z,setuju action tegas buat keamanan jalan amp kerja ojol
2025-12-13T00:09:56Z,alhamdulilah dpt tontonan yang bermutu
2025-12-12T23:43:03Z,daging semua berbobot
2025-12-12T22:44:23Z,kami berharap para pejabat begini semua
2025-12-12T18:45:56Z,kasih saya aja pak beasiswanya
2025-12-12T18:06:42Z,itu kades yang nyuruh pak purbaya lengser nonton ini ga ya
2025-12-12T16:46:02Z,debottlenecking adalah proses mengidentifikasi dan menghilangkan hambatan bottleneck dalam sistem produksi atau operasional untuk meningkatkan efisiensi kapasitas dan kinerja secara keseluruhan dengan cara memperlebar titik titik yang menghambat aliran bayangkan jalur perakitan jika satu stasiun kerja hanya bisa memproses unit per jam sementara stasiun lain bisa maka stasiun yang lambat itu adalah bottleneck debottlenecking akan fokus pada peningkatan stasiun tersebut misalnya menambah mesin atau operator agar bisa memproses lebih banyak sehingga seluruh jalur bisa memproduksi lebih dari unit per jam
2025-12-12T16:43:26Z,mereka melirik orang kita yang mempersulit
2025-12-12T16:41:31Z,aura
2025-12-12T16:26:30Z,translansi ketidakpastian resiko dengan lulusan stem untuk meyakinkan investor menaikan fdi bukan hanya ekonomi tumbuh otomatis fdi naik pak atau banyakin lulusan stem investor perlu kepastian hukum pak gita ajak pak pur bareng pak mahfud duduk bareng pak git
2025-12-12T16:23:00Z,semoga pak purbaya selalu dalam lindungan tuhan agar bisa membenahi perekonomian bangsa
2025-12-12T12:07:03Z,merubah ketidakpastian menjadi resiko
2025-12-12T11:46:02Z,istri purbaya adalah penopang ekonomi indonesia
2025-12-12T11:23:20Z,denger mereka bicara ketertinggalan sdm kita sistem pendidikan rencana target jangka panjang mencetak sdm qualified buat keberlanjutan nkri gaji guru relitas kebutuhan hidup pengajar guru dan dosen saya nangis bismillah insyaallah semoga allah swt memberi kemudahan
2025-12-12T10:48:43Z,pembahasannya mantep
2025-12-12T10:38:45Z,mantab cek lapangan
2025-12-12T09:06:36Z,duo terbaikk
2025-12-12T08:39:24Z,sukses om purbaya mantap om gita induksi pengetahuan bermanfaat
2025-12-12T07:20:33Z,sudah ganti presiden x skrang tapi ga mampu mengembalikan dolar seperti era alm soeharto mau dibilang heran tapi kok ya aneh sda indonesia melimpah tapi kok masih gini aja ada apa dgn pejabat hebat kita
2025-12-12T05:57:28Z,thanks pak gita pak purbaya
2025-12-12T05:30:57Z,ditunggu pak menkeu untuk jalin kerjasama antar kampus top dunia
2025-12-12T04:03:12Z,otak iq keterbukaa
2025-12-12T01:09:44Z,setelah saya keluar dari lps eh gak diterusin kan kaan kaan
2025-12-12T00:16:24Z,semoga anggota dpr ri nonton ini
2025-12-11T23:46:22Z,walaupun ga sepenuhnya mengerti tapi ini terlalu menarik
2025-12-11T19:19:30Z,pak gita ini ayahnya adipati bukan ya
2025-12-12T03:40:50Z,bkn adpati bpknya bule
2025-12-11T18:32:02Z,keren berbobot dan membuka pemahaman tapi kurang panjang nih tambah lagi lah
2025-12-11T16:48:45Z,menteri idaman ku
2025-12-11T16:39:17Z,undang timothy ronald
2025-12-11T16:15:23Z,please undang dr ichsanuddin noorsy
2025-12-11T16:10:54Z,sehat selalu pak purbaya
2025-12-11T15:59:19Z,begitu rumitt keadaan pejabat kita
2025-12-11T15:27:11Z,wkwk gen z sepengaruh itu psikologis nya
2025-12-11T15:14:11Z,podcast termahal tahun ini
2025-12-11T14:40:15Z,padahal bahasanya sudah indonesia tp terpaksa pakai subtitle indo juga supaya ngerti dan ga ketinggalan
2025-12-11T14:09:22Z,tetap sehat ya
2025-12-11T13:58:20Z,dear lpdp awardee see betapa kita berharap banyak pada kalian tolong kalo bukan kalian siapa lagi kalian harapan kita terakhir
2026-01-30T15:27:30Z,ya tergantumg niat sih ada yg tujuannya untuk pengabdian ada yg oportunis ada yg utk memperkaya diri
2025-12-11T13:56:20Z,iloveyou pak purbaya
2025-12-11T13:25:44Z,gt gt gt gt pembahasan yg sangat menarik saya menanti ada sumber daya energi terbarukan menggunakan teori superkonduktorkebetulan sy ahli dan memahami teori tersebut sya lulusan elektro juga pakbangga sekali bs mendapat kesempatan mendengar pembicaraan yang padat informasi dan pengetahuan ini thx pak gita dan pak menkeusalam power one
2025-12-11T13:25:06Z,ingatannya pak gita soal angka luar biasa ya
2025-12-11T13:24:43Z,gabungkan purbaya dan bosman mardigu om podcast nya greget ini
2025-12-11T12:10:32Z,kalo orang pemerintahan optimis sy pilih berhati
2025-12-11T12:00:18Z,ya cilaka kita sunda nya dapet pak pur ini
2025-12-11T11:44:30Z,ini beneran vidio ini gratis
2025-12-11T10:44:09Z,orang yang dikirim via lpdp harus dipanggil pulang semua pastinya tapi negara harus bisa menjamin mereka ada kerjaan dilindungi negara baru investornya masuk
2025-12-11T10:15:44Z,cuma kadang kadang yang ngeganggu orang kita sendiri
2025-12-11T10:01:39Z,percakapannya asik dan daginh bangets
2025-12-11T09:46:05Z,berharap pak gita bisa mendampingi pak pur sebagai staff khusus perfect dan perekonomian indonesia akan jauh lebih baik insya allah
2025-12-11T09:37:38Z,luarbiasa makasih mas gita
2025-12-11T09:18:36Z,saya sebetah ini nonton full podcast ini
2025-12-11T09:12:47Z,pak purbaya mantap titip untuk lembaga lembaga dibawah naungan kementrian keuangan seperti bea cukai pajak dll diberesin pak pur
2025-12-11T08:20:46Z,orang anak bangsa yg sangat cerdas makasih pak pur pak gita buat kuliah singkatnya bertambah lg pengetahuan saya indonesia butuh bgt orang cerdas seperti anda pak
2025-12-11T08:12:50Z,ini baru pemimpin visioner
2025-12-11T07:51:44Z,daging
2025-12-11T07:50:26Z,tontonan keren makasih pak
2025-12-11T07:45:56Z,ya allah mudahkanlah aamiin
2025-12-11T07:35:19Z,dpr left the room
2025-12-11T06:59:55Z,paket kombo
2025-12-11T06:21:38Z,habis nonton ini bayangin trus nonton podcast bahl l dan g br n ngobrol kira apa obrolannya
2025-12-11T05:59:12Z,indonesia emastopbgt wauw
2025-12-11T05:14:27Z,undang gibran pak atau jokowi
2025-12-11T05:07:09Z,gabisa berkata kata terlalu daging
2025-12-11T04:26:58Z,menambah literasi kita bersyukur bisa liat podcat yg isinya daging begini no politics
2025-12-11T04:26:43Z,ormas hapus
2025-12-11T03:57:22Z,kita tidak kekurangan orng pintar secara intlektual tpi kita kekurangan orng pintar secara emosionalpotong generasi bentuk generasi baru untuk memiliki mental emosional yg baik
2025-12-11T03:53:28Z,dlu dlu sekali pernah ada mentri yg bilang guru ibu beban negara
2025-12-11T03:33:08Z,nekolim
2025-12-11T03:30:37Z,tapi kok belum terjawab terkait pengendalian hutang indonesia oleh pak menkeu purbaya
2025-12-11T02:47:12Z,andai para menteri seperti ini manusia langkaterimakasih orang orang hebat
2025-12-11T02:38:07Z,menagis bahagia dengernya bismillah semoga indonesia semakin sejahtera dikelola orang terbaik bangsa sebagai pemimpinnya
2025-12-11T01:57:47Z,memang terbaik kalau menteri tidak terlahir dari partai
2025-12-11T01:52:02Z,berat sih tapi senyum pak menkeu selalu menyejukkan
2025-12-11T01:49:03Z,terima kasih pak gita dan pak purbaya
2025-12-11T01:16:01Z,kadang yang kita cari bukan jawaban tapi arah podcast ini ngasih dua duanya terimakasih pak gita amp pak purbaya
2025-12-11T00:13:26Z,malah terharu
2025-12-10T23:49:26Z,me
2025-12-10T21:49:56Z,hidup yg keras menciptakan manusia yg cerdas manusia cerdas menciptakan hidup yg santai hidup santai menciptakan manusia bodoh dan manusia bodoh menciptakan hidup yg keras kesuksesan hanyalah ujung dari segala percobaan dengan kegagalan yg beruntun serta dipoles rasa penasaran semangat yg tinggi dan pikiran terbuka optimis
2025-12-10T19:37:24Z,so dari bagian awal awal kita bisa memetik sedikit fenomena beginilah evidence based not on jurnal but on book keren pak pur
2025-12-10T19:25:23Z,harusnya tupoksinya kementrian pendidikan sayang kementrian pendidikan masih dengan misi gonta ganti kurikulum
2025-12-10T18:36:51Z,podcast yg sangat keren
2025-12-10T17:36:50Z,usaha tertentu yg halangin org kita sendiri contohnya yg mana pak pur
2025-12-10T17:02:24Z,podcast yg mencerdaskan bangsa indonesia terimakasih pak sangat mengedukasi kami yg rakyat jelata perlu sekali pengetahuan sperti ini semoga sehat selalu
2025-12-10T16:58:34Z,saya mau pak beasiswa ekonomi untuk menjadi ekonom
2025-12-10T14:38:46Z,si purbaya ini gedabrus tok
2025-12-10T23:13:26Z,buat yg otaknya dungu pasti komennya seperti kanu omonganmu mencerminkan isi otakmu
2025-12-10T12:45:11Z,seperti sedang kuliah ekonomi
2025-12-10T12:20:50Z,top
2025-12-10T12:01:59Z,aduh gen z ampuun gen z saya aja bingung mengahadapi gen z ini
2025-12-10T10:26:08Z,pak yakin pemerintah pengen rakyatnya pinter
2025-12-10T10:19:08Z,ily pak purbaya
2025-12-10T10:10:37Z,hebat pak prabowo bisa mengangkat pak purbaya sebagai menteri keuangan briliant
2025-12-10T10:05:33Z,beruntung saya bisa menyaksikan merekasemoga selalu sehat dan panjang umur
2025-12-10T09:59:12Z,daging semua anjeeng gue aja belajar erkonomi tahun baru nyadar tercerahkan sekarang
2025-12-10T09:24:41Z,orang kimia coba dengerin para ekonom
2025-12-10T09:19:23Z,halo pak saya sarjana nuklir magister fisika tapi senang mendengar penjelasan pak purbawa yg clear buat orang awam ekonomi seperti saya dan feedback yang kritis dari pak gita this is outstanding podcast
2025-12-10T08:57:46Z,sehat sehat pak
2025-12-10T08:24:30Z,tadinya saya percaya dg anda pak purbaya tp setelah melihat apa yg anda kerjakan saya meragukannya kayaknya semua hanya omon belaka yg mendukung pak purbaya siap kecewa
2025-12-10T07:56:16Z,aku ngerasa kek kuliah lagi nonton ini luar biasa
2025-12-10T07:53:48Z,wow sepositif itu dan seinformatif itu adil secara dua sisi memahami pov pemerintah dan pov rakyat dan semua masalahnya keren keren semacam ada titik temu komprominya damai bgt
2025-12-10T06:48:55Z,mahal ini
2025-12-10T06:38:31Z,daging semua pembicaraannya mudah dipahami meskipun level tinggi
2025-12-10T06:14:14Z,beruntung jt org bisa nonton dialog dari dua org keren ini gratis cuma modal kuota internet bayangin ilmu dari obrolan dua org ini levelnya mungkin lebih dari seminar yg tiketnya jutaan terima kasih pak gita dan endgame
2025-12-10T05:11:06Z,nikmat sekali topik dan pembicaraan ini thenks
2025-12-10T05:00:28Z,berasa lagi ndengerin senior diskusi
2025-12-10T04:46:12Z,semoga indonesia makin membaik kedepannya
2025-12-10T04:11:27Z,purbaya investasi asing banyak yang melirik tapi kita sendiri yang mempersulit
2025-12-10T04:06:02Z,baru kali ini nonton tanpa skip
2025-12-10T04:03:22Z,saya yakin pak purbaya ijasahnya asli
2025-12-10T03:48:46Z,thanks a million may allah reward you all with goodness
2025-12-10T03:18:20Z,daging semua edisi terbaik endgame
2025-12-10T03:13:58Z,bismillah kita dukung si bapak mulai tutupin barang impor ilegal supaya pelaku domestik lebih dominan memperbaiki pertumbuhan ekonomi dan laju iklim investasi supaya bisa tarik investor
2025-12-10T02:41:33Z,when u put the right person in the right place
2025-12-10T02:14:12Z,mewah bener podcast nya macem liat meeting avengers wkwkw mantaapp
2025-12-10T02:02:39Z,thks pak gita sdh mberikan kesempatan utk memahami ekonomi
2025-12-10T01:43:51Z,they are open minded persons
2025-12-10T01:28:28Z,daging semua bos gini klo orang pintar discuss
2025-12-10T01:11:33Z,ini dua org cerdas indonesia aset bangsa
2025-12-10T01:08:33Z,mnt bisa paham kalo nyimaknya pake roso rasa
2025-12-10T00:54:31Z,soshum ketidakpastianstem probabilitas
2025-12-10T00:13:26Z,mr gita wiryawan will appreciate it if you able to make the plan on busy your podcast schedule to invite mr ferry latuhihin god bless you
2025-12-10T00:01:14Z,indonesia sebenarnya banyak anak pinter tapi tidak mendapat jalan atau pembimbing yg oke kebanyakan anak pinter itu autodidak mencari jalan sendiri bahkan banyak yg terlantar
2025-12-09T21:49:13Z,gaji guru honorer didaerah ga ada juta pak dibawah juta adanya sedang guru sertifikasi senior itu bisa juta lebih mohon diperhatikan ketimpangan ini
2025-12-09T17:48:30Z,kirim gibran pak untuk program s amp s biar menjadi wapres kebanggaan indonesia
2025-12-09T17:29:56Z,pak izin nanya kenapa programnya sekolah rakyat bukankah sd negeri udh banyak bahkan banyak yg tidak ada murid krn persaingan ketat dengan swasta
2025-12-09T16:16:14Z,i hope u resposible with your knowledge pak i trush u you can make indo growth in this econom
2025-12-09T15:27:59Z,ini bener tontonan yang sangat ekslusif orang yang sangat dalam memahami tentang ekonomi domestik dan global good job pak menkue purbaya dan terimakasih pak gita
2025-12-09T15:11:04Z,heran kenapa pemerintah masih demen ambil menteri dari parpol yang gak nyambung keilmuannya padahal kl dari teknokrat kan enak bener ni jalannya rumah tangga negara
2025-12-09T14:49:22Z,tontonan termewah tahun ini
2025-12-09T13:33:22Z,alhamdulillah ternyata orang indonesia pintar walaupun masih sedikit
2025-12-09T13:08:41Z,kedua orang ini luar biasa semoga gen z bisa menyerap dan menyesuaikan perkembangan kedepan demi bangsa dan negara terimakasih untuk kedua bapak yang luar biasa
2025-12-09T12:55:27Z,ternyata orang kita yang ada oknum mempersulit negara sendiri yuuk semangat optimis
2025-12-09T12:30:26Z,pembahasan nya sangat menarik walaupun banyak bahasa yang tidak terlalu paham karena orang it
2025-12-09T12:21:59Z,nah sekolah rakyat konsepnya ternyata bagus ada tujuan jangka panjang yg mulia selama ini media mainstream memandang negatif
2025-12-09T12:21:26Z,saya tukang las lihat ini serasa menjadi direktur bri yg dengerin para menejer presentasi
2025-12-09T11:53:09Z,hidup pak purbaya merdeka semoga anda beserta keluarga anda sehat selalu panjang umur semua cita anda tercapai anda bahagia sejahtera atas perjuangan anda memajukan ekonomi indonesia saya rakyat indonesia mengucapkan terimakasih amp semoga anda diberikan keberkahan kebarokahan rejeki serta umur amiin purbaya yudhi sadewo maturnuwun
2025-12-09T11:27:53Z,sorry kalau terkesan hiperbolik tapi ini podcast termahal sejauh ini menurut saya
2025-12-09T10:18:04Z,maksud m dan m itu gimana ya
2025-12-14T04:35:59Z,asli kita sebetulnya harus lebih banyak belajar lagi setelah nonton ini pantas saja siapapun kita jangan pernah merasa puas akan ilmu karena ilmu itu benar benar luas dan tak ada batasnya
2025-12-09T09:58:50Z,setuju perbanyak profesional dalam bidang agriculture manufacturing economic agar terupdate dalam proses berfikir fungsional dalam peperangan ideologi kolot amp jangan lupa perbanyak plta pltu pltn close semua
2025-12-09T09:35:32Z,siapa disini yg bukan anak ekonomi tp dengerin ini sampai selesai berasa byk bgt istilah yg gak ngerti tp tetep menikmati
2025-12-09T09:34:00Z,kebayang kuliah ekomoni pas sidang yang nanya mereka
2025-12-09T09:20:13Z,pengen nya masuk beasiswa dari pak pur
2025-12-09T09:12:24Z,smg kedepan semakin banyak org spt beliau pinter dan amanah shg politikus pencintraan gak laku lagi
2025-12-09T08:57:04Z,disini kita belajar orang yang berada diatas itu ternyata banyak badainya dan penuh pengorbanan
2025-12-09T08:51:45Z,tontonan langkah kita yg awam ekonomi jd tertarik
2025-12-09T08:51:29Z,please undang pak ichsanudin noorsy pak
2025-12-09T08:02:47Z,dosen harus s dan gaji dan jaminan
2025-12-09T07:48:24Z,purbaya sedang berbohong soal kereta cepat whoosh hanya menumbuhkan ekonomi menengah keatas
2025-12-09T08:49:40Z,aduhh macem mengerti aja anda
2025-12-09T11:16:57Z,apa
2025-12-09T07:48:19Z,orang mengajarin tehnik dan praktek mahasiswa perlu sukses
2025-12-09T07:46:57Z,bagus pak gita keren
